IUCR,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year
0820,0,1,1,0223,002,3,38,2019
0810,0,1,1,1431,014,1,22,2019
0560,0,1,1,0212,002,4,35,2019
0430,0,1,1,2234,022,34,75,2019
0860,0,1,1,0734,007,17,67,2019
1210,0,1,1,1613,016,41,10,2019
2012,0,0,1,1032,010,22,30,2019
0820,0,1,1,1915,019,46,3,2019
0890,0,1,1,1935,019,43,7,2019
4387,0,1,1,0824,008,16,63,2019
0460,0,1,1,0932,009,16,61,2019
1130,0,1,1,2531,025,29,25,2019
2820,0,1,1,0414,004,8,43,2019
1210,0,1,1,0833,008,18,65,2019
5007,0,0,1,2511,025,36,19,2019
4650,0,1,1,0632,006,6,44,2019
0460,0,0,1,2011,020,40,2,2019
0560,0,1,1,1014,010,24,29,2019
0820,0,1,1,1934,019,44,6,2019
0560,0,1,1,2223,022,21,71,2019
2093,0,0,1,2423,024,49,1,2019
0560,0,1,1,0815,008,14,57,2019
502,0,0,1,0511,005,21,49,2019
0486,0,1,0,1613,016,41,10,2019
0486,0,1,0,0732,007,6,68,2019
0810,0,1,1,2535,025,26,23,2019
1811,0,0,1,1235,012,25,31,2019
1153,0,1,1,0324,003,7,43,2019
1150,0,1,1,1433,014,2,24,2019
0460,0,1,1,2223,022,21,71,2019
0460,0,1,1,2515,025,36,19,2019
1812,0,0,1,1523,015,37,25,2019
0810,0,1,1,0431,004,10,51,2019
143,0,0,1,0712,007,16,68,2019
0910,0,1,1,0131,001,3,33,2019
1130,0,1,1,0823,008,23,65,2019
0560,0,0,0,0423,004,7,46,2019
0620,0,1,1,1012,010,24,29,2019
1150,0,1,1,2523,025,30,21,2019
0430,0,1,1,2212,022,34,75,2019
0560,0,1,1,0522,005,34,49,2019
0460,0,1,1,0313,003,20,42,2019
0560,0,0,0,1112,011,37,23,2019
0860,0,0,1,0111,001,42,32,2019
0910,0,1,1,1713,017,33,14,2019
0910,0,1,1,1133,011,24,27,2019
1210,0,0,1,1832,018,2,8,2019
1822,0,0,1,0212,002,3,35,2019
1320,0,1,0,0613,006,21,71,2019
0460,0,1,1,1512,015,29,25,2019
0810,0,1,1,0631,006,8,44,2019
1330,0,1,1,0814,008,22,56,2019
1206,0,1,1,0834,008,18,70,2019
0486,0,1,1,1233,012,25,28,2019
143,0,0,1,1034,010,12,30,2019
0560,0,1,1,2012,020,40,77,2019
0890,0,1,1,1432,014,32,22,2019
0860,0,1,1,0131,001,3,33,2019
1310,0,1,1,0412,004,8,48,2019
2014,0,0,1,1132,011,24,26,2019
5000,0,1,1,1651,016,41,76,2019
0484,0,1,1,1533,015,29,25,2019
0486,0,1,0,1233,012,25,28,2019
1310,0,1,1,0312,003,20,69,2019
0820,0,1,1,1411,014,32,22,2019
1153,0,1,1,2211,022,19,72,2019
1130,0,1,1,1624,016,45,15,2019
0281,0,1,1,0723,007,20,68,2019
0820,0,1,1,2412,024,50,2,2019
5002,0,1,0,0512,005,9,50,2019
0820,0,1,1,2423,024,49,1,2019
0486,0,1,0,1513,015,29,25,2019
0560,0,0,1,1924,019,44,6,2019
0560,0,1,1,0321,003,5,42,2019
2093,0,0,1,0523,005,9,53,2019
0497,0,1,0,0833,008,18,70,2019
041,0,0,1,2514,025,31,19,2019
1153,0,1,1,1532,015,28,25,2019
0820,0,1,1,0423,004,7,46,2019
0860,0,1,1,1833,018,42,8,2019
0560,0,1,1,0214,002,4,36,2019
5007,0,0,1,0414,004,7,43,2019
0560,0,1,0,0611,006,17,71,2019
2024,0,0,1,1122,011,28,26,2019
1811,0,0,1,0332,003,5,43,2019
0620,0,1,1,0423,004,7,46,2019
143,0,0,1,0624,006,6,69,2019
0620,0,1,1,2512,025,29,18,2019
0890,0,1,1,2534,025,26,23,2019
0820,0,1,1,1634,016,30,15,2019
0890,0,1,1,0111,001,42,32,2019
0620,0,0,1,1233,012,25,31,2019
0810,0,1,1,0513,005,34,49,2019
0910,0,1,1,1934,019,44,6,2019
0810,0,1,1,2433,024,40,77,2019
4387,0,0,0,0832,008,17,66,2019
1320,0,1,1,0933,009,20,61,2019
1480,0,0,1,0621,006,21,71,2019
4387,0,1,0,0432,004,10,52,2019
0483,0,1,1,0211,002,3,35,2019
0460,0,1,1,0611,006,17,71,2019
0620,0,1,1,1833,018,42,8,2019
1150,0,1,1,1834,018,42,8,2019
0860,0,0,1,2533,025,37,23,2019
0610,0,1,1,0933,009,20,61,2019
0520,0,0,1,0531,005,9,49,2019
2024,0,0,1,1132,011,24,26,2019
1310,0,1,1,0312,003,20,69,2019
0810,0,1,1,1524,015,37,25,2019
0860,0,1,1,0123,001,25,32,2019
0810,0,1,1,1811,018,43,7,2019
0320,0,1,1,1133,011,24,27,2019
1585,0,1,1,2523,025,30,21,2019
0890,0,1,1,1834,018,42,8,2019
0460,0,1,1,1511,015,29,25,2019
2010,0,0,1,2233,022,34,49,2019
1822,0,0,1,0623,006,17,44,2019
0486,0,1,0,0725,007,15,67,2019
2820,0,1,1,1634,016,31,15,2019
1350,0,0,1,2535,025,26,22,2019
2027,0,0,1,0713,007,16,67,2019
0460,0,1,1,0113,001,42,32,2019
0486,0,1,0,1922,019,44,6,2019
1154,0,1,1,0723,007,20,68,2019
0486,0,0,0,0421,004,7,43,2019
0860,0,1,1,1434,014,2,24,2019
0820,0,1,1,1633,016,36,17,2019
041,0,1,1,0332,003,5,43,2019
502,0,0,1,0631,006,6,44,2019
0820,0,1,1,0811,008,14,56,2019
3710,0,0,1,0731,007,6,69,2019
051,0,1,1,0822,008,14,63,2019
0486,0,1,1,0423,004,7,48,2019
1320,0,1,1,0814,008,22,56,2019
143,0,0,1,0934,009,20,61,2019
4387,0,0,0,1421,014,1,22,2019
0810,0,1,1,0831,008,23,66,2019
5002,0,0,1,1531,015,37,25,2019
0560,0,1,1,1115,011,28,26,2019
1150,0,1,1,1834,018,42,8,2019
0486,0,1,0,1123,011,28,27,2019
1310,0,1,1,1524,015,37,25,2019
0820,0,1,0,1131,011,24,26,2019
2825,0,1,1,1633,016,38,17,2019
0560,0,1,1,1833,018,2,8,2019
0560,0,1,1,0324,003,5,69,2019
1310,0,1,1,1234,012,25,31,2019
0860,0,0,1,0123,001,4,32,2019
0910,0,1,1,1132,011,24,26,2019
1310,0,0,1,0611,006,18,71,2019
1153,0,1,1,0523,005,9,53,2019
0820,0,1,1,0923,009,14,63,2019
0810,0,1,1,2532,025,37,25,2019
0486,0,1,0,0725,007,16,67,2019
0860,0,0,1,2515,025,36,19,2019
1506,0,0,1,1113,011,28,26,2019
1310,0,1,1,1935,019,43,7,2019
0820,0,1,1,1724,017,33,16,2019
143,0,0,1,0621,006,17,44,2019
1153,0,1,1,1931,019,32,5,2019
031,0,1,1,0312,003,20,69,2019
1750,0,1,0,1915,019,46,3,2019
0860,0,0,1,0913,009,11,60,2019
0610,0,1,1,0313,003,20,42,2019
0910,0,1,1,0413,004,8,47,2019
0486,0,1,0,1114,011,28,26,2019
0610,0,1,1,2413,024,50,2,2019
0496,0,1,0,0321,003,5,42,2019
1310,0,1,1,0834,008,18,70,2019
0610,0,1,1,1621,016,41,12,2019
1310,0,1,1,1424,014,2,24,2019
0484,0,1,1,0423,004,7,46,2019
0810,0,1,1,1532,015,37,25,2019
0484,0,0,1,0622,006,21,44,2019
0486,0,1,0,1011,010,24,29,2019
0560,0,0,1,0412,004,8,48,2019
0420,0,1,1,1131,011,28,26,2019
2250,0,0,1,1831,018,42,8,2019
1150,0,1,1,0122,001,42,32,2019
0810,0,1,1,1811,018,2,7,2019
0820,0,1,1,0524,005,34,53,2019
1122,0,1,1,1613,016,41,10,2019
0486,0,1,0,2232,022,34,73,2019
0930,0,1,1,0423,004,10,46,2019
0486,0,1,0,0613,006,21,71,2019
1506,0,0,1,1113,011,28,25,2019
0890,0,1,1,1824,018,2,8,2019
141,0,1,1,0611,006,17,71,2019
0860,0,1,1,1034,010,28,31,2019
0820,0,1,1,0314,003,5,42,2019
1330,0,1,1,0524,005,34,53,2019
1120,0,1,1,1434,014,1,24,2019
0860,0,1,1,1931,019,32,7,2019
1320,0,1,1,0915,009,3,34,2019
0820,0,1,1,1111,011,28,23,2019
1310,0,1,1,0513,005,9,50,2019
0554,0,0,1,1112,011,27,23,2019
1320,0,1,1,1215,012,27,24,2019
0820,0,1,1,2412,024,50,2,2019
1130,0,1,1,0733,007,6,68,2019
0560,0,1,0,2223,022,21,73,2019
0810,0,1,1,1233,012,25,28,2019
0810,0,0,1,0914,009,25,34,2019
2024,0,0,1,0734,007,17,67,2019
1153,0,1,1,2212,022,19,72,2019
0560,0,1,1,1021,010,24,29,2019
0860,0,0,1,1833,018,2,8,2019
0320,0,1,1,2512,025,29,18,2019
051,0,1,1,1113,011,28,25,2019
0910,0,1,1,2423,024,49,1,2019
0820,0,1,1,1922,019,47,6,2019
1330,0,0,1,0511,005,9,49,2019
0860,0,0,1,1434,014,2,24,2019
0910,0,1,1,0612,006,17,71,2019
0860,0,0,1,0724,007,16,68,2019
0910,0,1,1,1421,014,1,22,2019
0560,0,1,0,0633,006,9,44,2019
1536,0,0,1,1234,012,25,31,2019
0820,0,1,0,2022,020,48,77,2019
0497,0,1,0,0215,002,3,38,2019
0890,0,1,1,0111,001,42,32,2019
0610,0,1,1,0623,006,6,44,2019
0460,0,0,1,1522,015,29,25,2019
1242,0,1,1,1651,016,41,76,2019
1477,0,1,1,0321,003,20,42,2019
0486,0,0,0,0334,003,7,43,2019
0460,0,1,1,1523,015,29,25,2019
2025,0,0,1,1533,015,28,25,2019
1210,0,1,1,0512,005,9,49,2019
1305,0,1,1,2413,024,40,2,2019
0860,0,1,1,0111,001,42,32,2019
2825,0,1,0,0612,006,21,71,2019
0560,0,1,1,0634,006,21,49,2019
0820,0,1,1,1512,015,29,25,2019
0498,0,1,0,0312,003,20,69,2019
5011,0,1,1,1132,011,28,26,2019
0860,0,1,1,0112,001,42,32,2019
0460,0,1,1,1821,018,2,8,2019
1513,0,0,1,2534,025,26,23,2019
1310,0,1,1,0524,005,34,53,2019
0460,0,1,1,1212,012,2,24,2019
1310,0,1,1,1424,014,1,24,2019
051,0,1,0,0131,001,3,33,2019
0486,0,1,0,0725,007,15,67,2019
2820,0,1,1,0933,009,20,61,2019
0890,0,1,1,1814,018,2,7,2019
0486,0,1,0,1723,017,39,16,2019
0860,0,0,1,0622,006,21,44,2019
0820,0,1,1,1012,010,24,29,2019
0860,0,1,1,1834,018,42,8,2019
0560,0,1,0,1822,018,27,8,2019
0910,0,1,1,0621,006,17,44,2019
2025,0,0,1,0424,004,10,46,2019
0460,0,1,0,0732,007,6,68,2019
1330,0,1,1,0513,005,9,49,2019
0820,0,1,1,0833,008,13,65,2019
0486,0,1,0,1523,015,28,25,2019
0820,0,1,1,0523,005,9,53,2019
0460,0,1,1,0332,003,5,43,2019
0560,0,1,1,1113,011,28,26,2019
1310,0,1,1,2512,025,30,19,2019
0486,0,1,0,0313,003,20,42,2019
1156,0,1,1,1225,012,28,28,2019
0620,0,1,1,2534,025,26,23,2019
0560,0,1,1,0611,006,18,71,2019
0520,0,0,1,0621,006,17,71,2019
5111,0,0,1,2233,022,34,49,2019
0820,0,1,1,0113,001,42,32,2019
0810,0,1,1,1522,015,29,25,2019
2027,0,0,1,1111,011,37,23,2019
1822,0,0,1,0613,006,21,71,2019
0820,0,1,1,0831,008,17,66,2019
0560,0,1,1,0421,004,7,43,2019
0460,0,1,1,1424,014,1,24,2019
2250,0,0,1,1021,010,24,29,2019
1153,0,1,1,1215,012,1,24,2019
0460,0,1,1,1611,016,41,10,2019
143,0,0,1,0825,008,16,66,2019
1477,0,1,1,2223,022,34,73,2019
0486,0,1,0,0221,002,4,39,2019
2093,0,0,1,1533,015,29,25,2019
0460,0,1,1,0833,008,13,65,2019
0620,0,1,1,0612,006,21,71,2019
0870,0,1,1,0112,001,42,32,2019
0810,0,1,1,0913,009,11,60,2019
141,0,1,1,0411,004,8,45,2019
1310,0,1,1,0231,002,20,40,2019
0610,0,1,1,0823,008,23,65,2019
2826,0,1,0,1632,016,36,17,2019
0820,0,1,1,1215,012,27,28,2019
1310,0,1,0,1523,015,37,25,2019
0820,0,1,1,1432,014,32,22,2019
1477,0,1,1,1634,016,31,15,2019
502,0,0,1,0631,006,8,44,2019
1153,0,1,1,0213,002,3,38,2019
0486,0,0,0,0414,004,8,46,2019
0860,0,1,1,1033,010,12,30,2019
0486,0,1,1,0221,002,4,39,2019
0560,0,1,1,0522,005,34,53,2019
0460,0,1,1,0223,002,4,39,2019
1320,0,1,1,0321,003,20,42,2019
1240,0,1,1,0112,001,42,32,2019
0460,0,1,1,2222,022,21,73,2019
1320,0,1,1,1215,012,27,24,2019
051,0,0,1,2011,020,40,2,2019
2021,0,0,1,0815,008,14,57,2019
1130,0,1,1,0121,001,42,28,2019
0890,0,1,1,0912,009,11,59,2019
0460,0,1,1,1232,012,11,28,2019
0560,0,1,1,0531,005,9,49,2019
0498,0,1,0,0831,008,18,66,2019
2023,0,0,1,2531,025,29,25,2019
0460,0,1,0,1523,015,37,25,2019
0820,0,1,1,0112,001,42,32,2019
1812,0,0,1,0424,004,10,46,2019
0486,0,1,0,1113,011,28,26,2019
0820,0,1,1,0222,002,4,39,2019
0486,0,1,0,1622,016,38,15,2019
0495,0,0,0,0726,007,16,67,2019
0486,0,1,0,0124,001,25,28,2019
143,0,0,1,1531,015,37,25,2019
1150,0,1,1,1214,012,27,24,2019
0486,0,1,0,1531,015,37,25,2019
0560,0,1,1,2413,024,40,2,2019
1153,0,1,1,2211,022,19,74,2019
0860,0,0,1,1834,018,42,8,2019
1153,0,1,1,0133,001,3,35,2019
0820,0,0,1,0511,005,9,50,2019
502,0,1,1,0433,004,10,55,2019
0890,0,1,1,0334,003,7,43,2019
2014,0,0,1,0225,002,3,40,2019
0820,0,1,1,1613,016,41,10,2019
0486,0,1,0,0614,006,18,71,2019
1320,0,1,1,0511,005,9,49,2019
0820,0,1,1,1112,011,27,23,2019
0330,0,1,1,0523,005,34,53,2019
1154,0,1,1,1724,017,33,16,2019
1477,0,1,1,1021,010,24,29,2019
0610,0,1,1,0523,005,34,53,2019
1152,0,1,1,0324,003,7,43,2019
0498,0,1,0,0433,004,10,55,2019
1310,0,1,1,0114,001,42,32,2019
1360,0,1,1,2411,024,50,2,2019
0820,0,1,1,0511,005,9,49,2019
1153,0,1,1,1624,016,45,15,2019
0860,0,1,1,0112,001,42,32,2019
0545,0,1,1,0133,001,3,35,2019
143,0,0,1,0621,006,21,71,2019
1154,0,1,1,1031,010,22,30,2019
0560,0,1,0,0423,004,10,46,2019
1320,0,1,1,0612,006,21,71,2019
0910,0,1,1,0322,003,6,69,2019
3731,0,0,1,2535,025,27,23,2019
1310,0,1,1,1832,018,42,8,2019
0460,0,1,1,0914,009,11,60,2019
1150,0,1,1,1651,016,41,76,2019
1310,0,1,1,1532,015,28,25,2019
0810,0,1,1,0824,008,15,63,2019
0486,0,1,0,1924,019,44,6,2019
2023,0,0,1,0623,006,6,44,2019
051,0,0,1,0624,006,8,69,2019
1153,0,1,1,1814,018,43,7,2019
1320,0,1,1,2424,024,49,1,2019
1310,0,1,1,1632,016,36,17,2019
0820,0,1,1,0532,005,10,51,2019
143,0,0,1,0713,007,16,67,2019
0560,0,1,0,1223,012,27,28,2019
0820,0,1,1,1112,011,37,23,2019
0820,0,1,1,0914,009,11,60,2019
0890,0,1,1,1424,014,1,24,2019
0820,0,1,1,0313,003,20,42,2019
0486,0,1,0,2515,025,30,19,2019
1310,0,1,1,2221,022,21,71,2019
1310,0,0,1,0313,003,20,42,2019
0486,0,1,0,1512,015,29,25,2019
0870,0,1,1,0111,001,42,32,2019
502,0,1,1,0433,004,10,55,2019
4387,0,1,0,1912,019,47,3,2019
0486,0,1,1,0123,001,4,32,2019
1750,0,1,1,2413,024,50,2,2019
1310,0,1,1,0915,009,11,60,2019
0810,0,1,1,1024,010,24,29,2019
0560,0,0,1,0735,007,17,67,2019
0890,0,1,1,1834,018,42,8,2019
0810,0,1,0,1013,010,22,29,2019
5011,0,1,1,1132,011,28,26,2019
0486,0,1,0,1223,012,27,28,2019
0820,0,1,1,1924,019,44,6,2019
0460,0,1,1,0513,005,34,49,2019
051,0,0,1,1111,011,37,25,2019
0820,0,1,1,2221,022,19,72,2019
0560,0,1,0,0631,006,8,44,2019
1563,0,1,1,1122,011,28,26,2019
0560,0,0,1,0212,002,4,35,2019
1206,0,1,1,1654,016,41,76,2019
1320,0,1,1,0631,006,6,44,2019
2017,0,0,1,1112,011,27,23,2019
0620,0,1,1,0932,009,16,61,2019
2825,0,1,0,0433,004,10,55,2019
0486,0,1,1,1013,010,22,30,2019
0560,0,1,1,0422,004,7,46,2019
1153,0,1,1,0511,005,9,49,2019
502,0,0,1,0321,003,20,42,2019
0560,0,1,1,0533,005,9,54,2019
1320,0,1,1,0613,006,21,71,2019
031,0,1,1,1431,014,1,22,2019
0870,0,1,1,2012,020,40,77,2019
0460,0,1,1,2213,022,19,72,2019
0910,0,1,1,0631,006,6,44,2019
0560,0,1,1,1122,011,37,23,2019
1310,0,1,1,0312,003,20,69,2019
041,0,1,1,0423,004,10,46,2019
0870,0,1,1,1834,018,42,8,2019
2820,0,1,1,1732,017,30,21,2019
0460,0,1,1,2521,025,31,19,2019
0486,0,1,0,0321,003,20,42,2019
0820,0,1,1,0632,006,6,44,2019
0430,0,1,1,1722,017,39,14,2019
1710,0,1,0,1134,011,24,27,2019
0560,0,0,1,0421,004,7,43,2019
0860,0,1,1,0622,006,21,44,2019
0560,0,1,1,1124,011,28,27,2019
0890,0,1,1,1814,018,2,7,2019
1350,0,0,1,1923,019,44,6,2019
1305,0,1,1,1215,012,27,28,2019
0820,0,1,1,0321,003,20,42,2019
0820,0,1,1,0932,009,16,61,2019
1310,0,1,1,0323,003,6,69,2019
0820,0,1,1,0612,006,21,71,2019
0560,0,0,1,0113,001,42,32,2019
2820,0,1,1,0614,006,21,71,2019
1715,0,1,1,1723,017,39,14,2019
0810,0,1,1,1814,018,43,7,2019
0486,0,0,0,0924,009,15,61,2019
0265,0,1,1,0214,002,3,38,2019
1330,0,0,1,0811,008,23,56,2019
1154,0,1,1,1813,018,43,7,2019
0560,0,0,0,1133,011,24,29,2019
0820,0,1,1,0533,005,9,54,2019
0460,0,1,1,0835,008,18,70,2019
2024,0,0,1,1115,011,28,26,2019
0850,0,1,1,1831,018,42,8,2019
143,0,0,1,2234,022,34,75,2019
0820,0,1,1,1632,016,38,17,2019
0820,0,1,0,1524,015,37,25,2019
0820,0,1,0,2232,022,34,73,2019
1513,0,0,1,1113,011,28,26,2019
0890,0,1,1,0122,001,42,32,2019
0486,0,1,1,0732,007,6,68,2019
0860,0,1,1,0624,006,8,44,2019
1320,0,1,1,1223,012,27,28,2019
0890,0,1,1,1933,019,44,6,2019
0560,0,1,1,2023,020,48,77,2019
1750,0,1,0,0624,006,6,69,2019
2820,0,1,1,2422,024,49,1,2019
502,0,0,1,0532,005,9,53,2019
0810,0,1,1,0411,004,8,45,2019
0560,0,1,1,1935,019,43,7,2019
4387,0,0,0,0614,006,17,71,2019
1310,0,1,1,0833,008,13,65,2019
2825,0,1,0,1712,017,33,14,2019
1110,0,1,1,2424,024,49,1,2019
143,0,0,1,0322,003,6,69,2019
2826,0,1,1,1031,010,22,30,2019
1153,0,1,1,1833,018,42,8,2019
031,0,1,1,0221,002,3,38,2019
0890,0,1,0,2512,025,29,25,2019
0820,0,1,1,1821,018,2,8,2019
1150,0,1,1,0833,008,13,65,2019
1130,0,1,1,0114,001,42,32,2019
1130,0,1,1,1012,010,24,29,2019
0910,0,1,1,1722,017,39,14,2019
143,0,0,1,1112,011,27,23,2019
0460,0,1,1,1512,015,29,25,2019
0860,0,1,1,1822,018,27,8,2019
0870,0,1,1,0624,006,6,44,2019
0890,0,1,1,0922,009,15,63,2019
051,0,1,0,0324,003,7,43,2019
0486,0,1,0,0833,008,18,65,2019
0554,0,0,1,0214,002,3,38,2019
0486,0,1,0,1111,011,37,23,2019
1477,0,1,1,0814,008,23,56,2019
0560,0,0,1,0831,008,18,66,2019
1821,0,0,1,0613,006,21,71,2019
0560,0,1,1,0813,008,23,56,2019
1320,0,1,1,0735,007,17,67,2019
0810,0,1,1,0414,004,8,43,2019
041,0,1,1,0825,008,16,66,2019
0890,0,1,1,1934,019,44,6,2019
1153,0,1,1,1922,019,47,6,2019
0890,0,1,1,1724,017,33,14,2019
0820,0,1,1,0821,008,14,57,2019
1320,0,1,1,0524,005,34,53,2019
0810,0,1,1,1214,012,27,24,2019
2027,0,0,1,1115,011,28,26,2019
0810,0,1,1,0121,001,42,28,2019
0860,0,0,1,0821,008,14,58,2019
1320,0,1,1,2013,020,48,77,2019
501,0,1,0,0725,007,15,67,2019
1130,0,1,1,0112,001,42,32,2019
1320,0,1,1,1712,017,39,14,2019
0486,0,1,0,0731,007,6,69,2019
141,0,0,1,0711,007,20,68,2019
0460,0,1,1,1112,011,37,23,2019
1812,0,0,1,0922,009,15,58,2019
4387,0,0,0,1622,016,45,10,2019
1122,0,1,1,2013,020,48,77,2019
1320,0,1,0,2512,025,36,19,2019
0560,0,1,1,1011,010,24,29,2019
0880,0,1,1,0524,005,34,53,2019
0820,0,1,1,1531,015,37,25,2019
1154,0,1,1,0825,008,16,66,2019
2826,0,1,0,0512,005,9,49,2019
5130,0,0,1,0631,006,6,44,2019
0486,0,1,0,0624,006,6,69,2019
1330,0,0,1,2233,022,34,49,2019
0620,0,1,1,1234,012,25,31,2019
1220,0,0,1,2423,024,49,1,2019
0890,0,1,1,0524,005,34,53,2019
0810,0,1,1,0511,005,8,50,2019
2820,0,1,1,1234,012,25,31,2019
0486,0,0,1,1134,011,24,27,2019
0460,0,0,1,0833,008,18,70,2019
1310,0,1,1,2535,025,26,23,2019
2092,0,0,1,1132,011,28,26,2019
1122,0,1,1,0622,006,21,44,2019
0486,0,1,0,0931,009,15,61,2019
0890,0,1,1,0114,001,42,32,2019
1310,0,1,1,2422,024,49,1,2019
0810,0,1,1,1433,014,2,24,2019
0560,0,1,1,2534,025,26,23,2019
0486,0,1,0,0611,006,21,71,2019
2825,0,1,0,1014,010,24,29,2019
0860,0,1,1,1924,019,44,6,2019
0910,0,1,1,1133,011,24,27,2019
1130,0,1,1,1622,016,45,15,2019
0910,0,1,1,0124,001,25,28,2019
0545,0,0,1,0714,007,16,67,2019
1320,0,1,1,0332,003,5,43,2019
0820,0,1,1,0411,004,8,45,2019
0820,0,1,1,0111,001,42,32,2019
0470,0,0,1,0632,006,8,44,2019
1130,0,1,1,0815,008,23,62,2019
0460,0,1,1,1831,018,42,8,2019
143,0,0,1,0611,006,21,71,2019
1822,0,0,1,1011,010,24,29,2019
0460,0,0,1,0932,009,16,61,2019
1506,0,0,1,1113,011,28,25,2019
1477,0,1,1,0822,008,14,63,2019
0460,0,1,1,0332,003,5,43,2019
0530,0,0,0,1532,015,28,25,2019
1310,0,1,1,0412,004,8,45,2019
1310,0,1,0,2422,024,49,1,2019
0460,0,1,1,1131,011,28,25,2019
0460,0,1,1,0233,002,5,41,2019
0486,0,1,0,0332,003,5,43,2019
0560,0,1,1,0533,005,9,54,2019
5000,0,1,1,1023,010,28,29,2019
0820,0,1,1,1431,014,1,22,2019
1320,0,1,0,0613,006,21,71,2019
0610,0,1,1,0835,008,18,66,2019
2024,0,0,1,1132,011,24,26,2019
1310,0,1,0,0634,006,21,49,2019
0497,0,1,0,2223,022,21,73,2019
1330,0,1,1,1834,018,42,8,2019
0860,0,0,1,1913,019,46,3,2019
0910,0,1,1,1223,012,27,28,2019
0810,0,1,1,1014,010,24,29,2019
1812,0,0,1,1423,014,26,24,2019
1310,0,1,1,2533,025,37,25,2019
4387,0,1,0,1622,016,38,15,2019
0560,0,0,1,2212,022,19,75,2019
1320,0,1,0,1121,011,27,23,2019
0820,0,1,1,0825,008,16,66,2019
0860,0,1,1,1935,019,43,7,2019
1320,0,1,1,1925,019,44,6,2019
0560,0,1,1,0824,008,16,63,2019
2820,0,0,1,0313,003,20,42,2019
0486,0,1,0,0524,005,34,53,2019
0460,0,0,1,2522,025,36,19,2019
0890,0,1,1,1831,018,42,8,2019
0620,0,1,1,0414,004,8,43,2019
143,0,0,1,2234,022,34,75,2019
0486,0,0,0,0931,009,15,61,2019
2826,0,1,1,2411,024,50,2,2019
0320,0,1,1,1924,019,44,6,2019
1152,0,1,1,1622,016,45,11,2019
0320,0,1,1,1234,012,25,31,2019
1130,0,1,1,0233,002,5,41,2019
143,0,0,1,2515,025,36,19,2019
031,0,1,1,0333,003,5,43,2019
2093,0,0,1,2413,024,40,2,2019
1365,0,1,0,0523,005,34,53,2019
041,0,1,1,1113,011,28,25,2019
0910,0,1,1,0932,009,16,61,2019
0486,0,1,0,1522,015,29,25,2019
1750,0,1,0,0731,007,6,69,2019
0440,0,1,0,0621,006,17,71,2019
051,0,1,0,0722,007,20,68,2019
2826,0,1,0,0913,009,11,60,2019
0460,0,1,1,1013,010,22,30,2019
143,0,0,1,1234,012,25,31,2019
0820,0,1,1,1434,014,2,24,2019
0620,0,1,1,0623,006,6,69,2019
031,0,1,1,1823,018,27,8,2019
2093,0,0,1,1134,011,24,27,2019
0460,0,0,1,2422,024,49,1,2019
0920,0,1,1,0634,006,21,49,2019
0820,0,1,0,2423,024,49,1,2019
1130,0,1,1,1712,017,39,13,2019
0486,0,0,0,0832,008,17,66,2019
0560,0,1,0,2521,025,31,19,2019
143,0,0,1,0522,005,34,53,2019
1320,0,1,1,0815,008,14,57,2019
0460,0,1,1,1934,019,44,6,2019
0820,0,1,1,2012,020,40,4,2019
0810,0,0,1,2533,025,37,23,2019
1563,0,1,1,0925,009,11,61,2018
041,0,1,1,2531,025,29,25,2019
0820,0,1,0,0611,006,17,71,2019
0460,0,1,1,1024,010,12,30,2019
0890,0,1,1,0224,002,3,38,2019
041,0,1,1,1033,010,12,30,2019
0486,0,1,0,1914,019,46,3,2019
0560,0,0,0,0835,008,18,70,2019
1320,0,1,1,0723,007,6,68,2019
0486,0,0,0,1235,012,25,31,2019
0820,0,1,1,1021,010,24,29,2019
1585,0,1,0,1112,011,37,23,2019
1153,0,1,1,0833,008,13,65,2019
0890,0,1,1,1935,019,43,7,2019
1750,0,0,0,2412,024,50,2,2019
0910,0,1,1,1421,014,26,23,2019
0910,0,1,1,0824,008,15,63,2019
0460,0,1,1,1831,018,42,8,2019
1130,0,1,1,2512,025,30,19,2019
051,0,1,1,0633,006,9,44,2019
0486,0,1,1,1914,019,46,3,2019
1310,0,1,1,1624,016,38,15,2019
1310,0,1,1,0223,002,3,38,2019
143,0,0,1,1112,011,37,23,2019
1150,0,1,1,1834,018,42,8,2019
0486,0,1,0,0713,007,16,67,2019
0820,0,1,1,0121,001,42,28,2019
0820,0,1,1,0614,006,21,71,2019
1320,0,1,1,0633,006,9,44,2019
0560,0,1,1,1422,014,26,23,2019
1320,0,1,1,0314,003,20,42,2019
0560,0,1,1,1651,016,41,76,2019
0460,0,1,1,1634,016,30,15,2019
0810,0,1,1,1833,018,42,8,2019
1752,0,1,1,2234,022,34,75,2019
1310,0,1,1,2233,022,34,49,2019
0820,0,1,1,1833,018,42,8,2019
0460,0,0,1,1923,019,44,6,2019
1320,0,1,0,0423,004,7,46,2019
2820,0,1,0,0423,004,7,46,2019
1156,0,1,1,1915,019,46,3,2019
0560,0,1,0,0432,004,10,52,2019
0910,0,1,1,0623,006,6,69,2019
0820,0,1,1,1433,014,2,24,2019
0486,0,1,0,0511,005,9,49,2019
0430,0,1,1,1814,018,43,7,2019
1320,0,1,1,0726,007,15,67,2019
0810,0,1,1,1133,011,28,27,2019
0560,0,1,1,1034,010,25,31,2019
1310,0,1,1,0511,005,9,49,2019
